"whole","cyto","nuc"
0.02,0.13,2.28
2.94,0.8,0.18
0.26,0.44,0.21
0.29,0.07,0.18
0.97,0.55,1.91
1.27,0.49,0.1
1.21,0.16,1.73
0,0,0
1.37,0.26,1.21
0.11,0,0
0,0,0
0.54,0.04,0.43
0.64,0.06,0.15
0.07,0.06,0.14
0.08,0,0
0.57,0.08,0.6
0,0,0
0.19,0.03,0.46
0,0,0
0.13,0.14,0.15
0,0,0
0,0,0
0,0,0
2.94,0.21,0.12
0,0,0
0,0,0
0.7,1.36,1.43
0,0,0
0,0,0
0,0,0
0.04,0,0
0,0,0
0.47,0.05,0.41
0.46,0.26,3.51
0.3,0.11,0
0.82,0.52,0.27
0.2,0.07,0.1
0.28,0.21,1.42
26.31,46.64,96.78
0,0,0
0.04,0.15,0.3
0.1,0.03,0.14
0.24,0.4,1
0.04,0.01,0
0,0,0
0,0,0
0,0,0
0.14,0,0.12
0,0.04,0
0.1,0,0.09
0,0,0
0.79,0.19,0.24
0.49,0.11,0.21
0.28,0.05,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.08,0.1,0.1
0,0.03,0
0,0,0
0.66,0.31,0.37
0,0,0
0,0,0
0.06,0,0
0.07,3.01,15.48
0,0,0
0,0,0
0.91,0.31,0.64
0.6,0.74,3.03
0.36,0.07,0.06
0.15,0.71,0.88
0.32,2.2,3.36
0.63,0.8,0.48
0.03,0,0
1.95,0.38,0.09
0.23,0.46,0.75
1.09,0.2,0.07
0,0,0
0.36,0.35,0.15
5.11,5.95,2.83
1.58,0.27,0.16
0,0,0
0,0,0
0,0,0
0,0,0
1.01,0.16,0.44
0.11,0,0
0,0.05,0
0.2,0,0
0,0,0
0,0,0
1.21,0.07,0.13
0,0,0
0,0,0.02
0,0,0
1.13,0.25,0.15
0,0,0
11.12,3.52,2.58
4.26,0.64,2.46
0,0,0
0,0,0
19.07,54.63,316.87
0.21,0.05,0.04
1.82,0.39,0.24
0,0,0
2.15,0.38,0.33
0.81,0.06,0.1
0,0.04,0
0.13,0,0
0,0,0
1.1,0.16,0.14
0,0,0
0.05,0.29,0.52
0,0,0
0,0,0
0.2,0.04,0.25
0,0,0
1.08,0.35,0.22
0.33,0.13,0.33
0,0,0
0,0,0
0.5,0,0.23
1.48,0.82,0.45
0.61,0.11,0
0.12,0.03,0
0.07,0.04,0.06
0.01,0,0.01
0.36,0.04,0.59
0.34,0.06,0.24
0.55,0.07,0.98
0,0,0
0,0,0
0.11,0.03,0.15
0,0,0
0.06,0.05,0.08
0,0,0
0,0,0
0,0,0
0.5,0,0
16.98,9.57,22.72
0,0,0
0.02,0,0
0,0,0
0,0,0
190.88,75.04,53.31
0,0,0
0.27,0.2,0.17
12.73,6.42,17.33
0,0,0
0,0,0
2.9,0.3,0.42
0,0,0
0,0,0
3.51,0.11,0.09
0.24,0.01,0.08
0.47,0.12,0.19
0,0,0
0.56,0.07,0.28
0.26,0,0.34
0.05,0,0.01
0.08,0.08,0
0.49,0,0.09
0,0,0
0,0,0
0.26,0.19,0.05
0.49,1.21,6.59
0,0,0
0,0,0
0.12,0.08,0
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0.05,0.21
0,0,0
0,0,0
0.73,1.95,4.05
0.1,0.67,1.08
1.58,0.8,1.16
0,0,0
0.88,0.06,0.22
0,0,0
0.11,0.05,0
0,0,0
0,0,0
0.76,0.48,0.39
0,0.01,0
0.04,0,0
2.23,0.58,1.06
0,0,0
0,0,0
0.72,1.71,3.19
0,0,0
0.25,0.34,0.28
0,0,0
1.48,0,0
0.24,0.02,0.03
0,0,0
2.19,0.6,0.53
0,0.04,0.09
0,0,0
0.16,0.04,0
0.07,0.02,0.01
0.01,0,0.15
0,0,0
1.25,0.05,0.14
0.15,0.29,0.53
0.04,0.02,0
0.26,0.02,0.32
0,0,0
0,0,0
0.03,0,0.01
0.22,0.04,0
0.13,0,0.17
0.76,0.5,15.9
0.84,0.25,0.15
0.1,0,0.01
0,0.02,0
0.82,0.17,0.22
0,0,0
0.56,2.29,2.72
0.28,1.02,0
1.53,0.83,0.66
0.11,0.02,0.47
0,0,0
0,0,0
0,0,0
0.36,0.75,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.68,0.15,0.71
0,0,0.02
0,0,0
0.52,0.29,4.1
0,0,0
0,0,0
0.26,0.06,0.14
0.37,0.01,0.12
0.45,0.23,0.42
0,0,0.03
0,0,0
0,0,0
0,0,0
0.24,0.14,0.06
0,0.25,5.28
0.31,0.09,0.17
0,0,0
0.41,0.04,0.29
1.7,0.37,8.07
2.74,0.66,0.3
0.17,0,0
0.57,0.11,0.22
0.04,0,0.11
1.48,0.93,8.27
0,0,0
0,0,0
0,0,0
0,0,0
3.23,3.62,3.8
0,0,0
2.03,0.58,0
27.87,15.27,13.33
1.09,0.25,0.23
4.48,2.94,1.56
0,0,0
0.11,0.01,0.22
15.85,0.2,0.35
0,0,0
0,0,0.01
0.98,0.31,0.29
0.15,0,0.07
0,0,0
0.26,0.18,0.42
0.26,0.01,0.1
0.86,0.33,0.93
0.07,0,0
0,0,0
0.03,0,0
1.52,0.87,1.29
0.28,0,0.25
0.16,0.01,0
0,0,0
4.34,1.02,0.8
5.84,4.98,42.49
0,0,0
1.2,0.16,0.07
0.19,0,0
1.04,0.41,0.3
5.3,8.37,9.38
0.13,0,0
0.05,1.85,0.3
1,0.07,0.16
0,0,0
1.01,0.59,1.91
0.37,0.06,0
0.9,0.92,0.18
0,0,0
0.56,0.17,0
1.85,2.39,2.6
0.36,0.02,0.25
0.58,1.89,8.98
0.16,0.02,0.04
0.18,0.03,0.06
0,0,0
0.91,2.82,3.27
0,0,0.09
2.19,0,0
0.3,0.13,0.38
0,0.04,0.17
0,0,0
2.22,1.85,1.46
2.84,1.96,1.13
0.14,0,0
0.32,0.28,0.15
0,0,0
0.1,0.02,0.16
0.06,0.07,0.01
0,0,0
0.16,0.04,0.01
0.35,0.59,1.29
0,0,0.05
0,0.02,0.04
0.29,1.45,2.75
2.25,0.1,1.12
0,0,0
0,0,0
0.57,0.37,0.2
0,0,0
0.1,0,0
0.81,3.4,0.97
0.03,0.11,0.5
0.24,0.28,0.29
0.51,0.05,1.23
0,0.07,0
0,0,0
0,0,0
0,0,0.04
0.05,0,0
0.09,0.03,0.36
4.54,1.44,6.47
0,0.04,0.09
0,0,0
0,0,0
0.16,0,0
0.3,0.08,0.03
0.2,0,0.02
0.14,0.02,0
0,0,0.04
0.51,0.07,0.15
8.11,10.79,77.95
0.03,0,0.24
0.1,0.02,0.07
2.33,0.63,0.6
1.14,0.08,0.06
0,0,0.08
2.96,4.26,7.76
1.21,0.46,0
0.17,1.23,1.02
0.08,0.19,0.36
0.38,0.07,0.05
0.09,0,0
0.28,1.94,1
0,0,0
0.45,0.05,0.14
11,3.64,1.68
0,0.01,0
0.21,0,0
0,0,0
1.02,0.49,2.63
0.21,0.11,0.05
0,0.01,0.38
0.85,0.17,0.3
0.11,0.56,0.65
0,0,0
0,0,0
0.06,0.16,0.31
0.41,0.04,0.2
0,0,0
0,0,0
1.61,0.07,0.87
0.61,0.08,0.46
0.06,0,0
0.71,0.23,0.1
0,0,0
0,0,0.03
0.56,0.82,0.5
1.16,3.02,15.93
1.06,0.43,0.27
0.06,0.03,0
0.08,0,0
0,0,0
0,0,0.3
0.39,0.16,0.09
7.14,8.66,1.75
0,0,0
0,0,0
0,0.2,0.8
0,0,0
0,0,0
0,0,0
0.1,0.22,0.22
0.63,0.07,0.1
0.04,0.55,0.71
0.26,0.49,0.51
0,0.11,0.88
0.05,0,0
0.21,0.05,0.07
0.66,1.39,1.51
0.25,0.09,0.31
0,0,0
0,0,0
0.14,0.06,0.1
0.29,0,0
0.32,0.03,0
0.36,0.02,0
0,0,0
0,0,0
4.62,0.98,0.44
1.11,0.89,0.24
0.75,0.02,0.56
11.11,7.97,47.88
0,0,0
0,0,0
0.03,0,0.03
0.1,0.06,0.48
0.43,0,0.07
21.84,7.17,9.65
0.82,0.24,2.5
43.96,24.09,10.31
0.15,0.32,0.07
0.12,0.09,0.19
0,0,0
0.5,0.45,1.01
0,0,0.04
0.11,0.08,0.41
0,0,0
0.4,0.29,0.17
1.63,0.59,2.39
0.57,0.05,1.06
0.38,0.51,0.37
0.03,0,0.02
1.8,0.26,0.86
0,0,0.04
0,0.18,0
0.03,0,0.02
0.76,0.4,0.43
0.17,0.04,0.07
0,0.14,0.78
0.61,0.71,2.26
0,0,0
0.26,0.01,0.38
0,0,0
30.75,0,0
0.14,0,0.05
0.69,0.3,0.04
0,0,0.02
1.41,4.52,3.06
0.03,0.1,0.06
6.13,3.74,28.11
0.73,0.07,0.1
0,0,0
0.15,0.11,0
0.18,0.02,0.05
0,0,0
0.01,0.01,0.04
0.78,0.31,2.02
0.15,0.28,0.66
0.57,0.4,4.37
0,0,0.03
0.18,0.36,0.22
0.33,0.08,0.34
0,0,0
0.18,0,0
0,0,0
0,0,0.06
0.1,0.08,0.1
0.13,0.07,0.1
0.49,0.06,0.07
0.33,0.05,0.07
0.69,0.24,0.06
0.01,0,0
0.74,0.21,0.83
0.41,0.04,0.14
0.22,0.02,0.04
0,0,0
0,0,0
0.04,0,0.02
0,0,0
0.38,0.34,0.12
0,0,0
0.03,0,0.02
0.02,0.04,0.17
2.08,0.32,1.64
0,0,0
5.86,0.95,1.54
2.07,0.79,1.15
0.26,0,0
1.36,1.24,8.66
0.8,0.47,0.33
0.6,0.19,0.19
0.35,0.19,0.34
0.24,0.01,0.04
0,0,0
0.29,0.03,0.12
0.23,0.38,0.8
0.09,0.04,0
0.18,0.48,0.56
0.04,0.02,0.02
0.35,0,0
0,0,0
4.43,0.84,0.31
0.65,0.44,0.31
0.15,0,0.06
8.96,0.63,4.78
0,0,0
0.05,0.01,0.03
0,0.02,0.95
0.35,0.23,0.08
0.58,0.11,0.44
0.07,0,0
0.07,0.01,0.09
3.85,0.56,1.71
1.09,0.1,0.25
12.38,4.91,116.58
9.62,4.22,33.38
0.05,0,0.11
0,0,0
0.83,0.22,0.07
0,0.26,0.74
0.57,3.76,0.04
0,0,0
0,0.04,0
0,0,0
0.58,0.16,1.34
0.69,0.09,0.76
1.93,1.69,12.97
0.08,0,0.14
3.02,0.32,0.33
0.09,0.02,0.05
0.14,0.66,0
0.36,0.42,0.19
0.95,0.49,2.43
0,0,0
0.1,0,0.2
0,0,0
0.25,0.04,0.13
0.09,0.09,0
0,0,0
2.46,3.46,3.27
1.38,1.68,0.33
0.26,0.26,0.35
0.05,0.01,0.16
0,0,0
0,0.15,0.51
0.14,0.03,0.4
0.04,0.03,0.02
0.06,0,0
0,0,0
0,0,0
0,0,0
0.19,0.28,0
0,0,0
0,0.01,0.04
1.51,1.61,0
0,0,0
0,0,0
0.03,0,0.01
0,0,0
0.47,0.08,0.07
0,0,0
1.44,1.2,1.26
0,0,0
0,0,0
0.22,0,0.04
0,0,0
0.01,0,0.01
1.09,0.25,0.33
0.17,0.86,0
0.21,0.02,0.07
4.2,1.12,1.71
0.04,0.07,1.07
0.36,0,0
0,0.17,0.16
0,0.23,0.68
1.14,1.91,22.27
0.98,0.34,0
0.85,1.54,2.16
1.23,0.34,0.34
0.24,0.04,0
0.01,0,0.06
0.72,0,0
1.38,3.35,24.33
0.38,0.21,0.11
0.16,0,0.02
0,0,0
1.17,0.81,0.47
0,0,0.05
0.46,0.04,0.3
0,0,0.01
0,0,0
0.02,0,0.06
8.55,3.89,0.76
0.05,0,0
0.11,0.05,0.04
0.1,0,0
0,0,0
0,0,0
0,0,0
0.27,0.02,0
0.43,0.07,1.27
0.56,0,0
0.81,0.39,0.72
0,0,0.02
0,0.03,0.21
0.05,0.11,1.45
0,0,0
0.06,0,0
0,0.11,0.22
0.95,0.14,0.49
0.49,1.62,2.25
0.13,0.13,0.04
0.81,0.84,0.68
0.07,0.26,0.1
0,0.04,0
0,0,0
0,0,0
0.07,0,0.25
0,0,0
0.01,0,0.02
0.88,0,0
0.38,0,0
0.5,0,0
1.96,0.3,0.51
0,0,0
1.16,1.24,7.01
0.06,0,0
0,0.09,0.28
0,0,0
3.02,0.87,1.58
0,0,0
0.14,0,0.06
0.62,0.1,0.21
0,0,0
0.74,0.05,0.08
0.65,0.39,1.08
0,0.16,0.75
0,0.18,0.09
0,0,0
0.07,0.19,1.83
0.09,0.38,0.19
0,0,0
0,0,0
0,0,0
7.43,0.88,1.34
0.23,0.03,0.09
0.18,0.05,0.28
0.11,0,0
0.44,0.51,0.3
0,0,0
0,0,0
0.4,0.15,0.18
0.41,0.08,0.41
0.12,0.07,0
0.01,0,0
1.32,0.4,0.32
0.87,0.14,0.17
0.02,0.03,0.05
0,0,0
0.07,0.1,0.05
0,0,0
0,0,0
0.25,0,0.02
0,0,0
35.08,13.98,3.97
0,0,0
0.25,0.09,0.07
0.03,0,0
0,0,0.06
0.06,0,0
3.06,1.2,10.93
0,0,0
0.75,0.54,1.11
0,0.01,0
0,0.01,0.4
2.01,0.7,0.43
0.06,0,0.01
0.64,0.54,0.5
0.05,0.02,0.1
0.15,0,0.06
0,0,0
0.01,0,0
1.7,0.47,1.36
0,0,0
0,0.53,0.46
0,0,0
0.05,0.09,0
0.17,0.03,0.04
0,0,0
0.08,0.02,0
0.04,0.01,0
0,0,0
0.57,0.17,0.52
1.61,2.17,2.49
0.36,0.02,0.06
0,0,0
0.09,0,0
0.89,0.29,0.14
0,0,0
0.47,0.06,0.05
0.91,0.21,0.66
0,0,0
0.14,0.13,1.36
0,0,0
0.44,0.03,0.22
0.04,0.02,0
0.91,0.57,0.91
0.4,0.06,0.14
0.54,0.08,0.04
0.16,0,0
0,0,0
0,0,0
0.43,0.08,0.29
0.04,0,0.01
0.08,0.07,0.05
0,0,0
0.16,0.01,0.09
0.63,0.48,0.3
0.2,0.04,0.03
0.06,0.07,0.12
0,0,0.08
0,0,0
0.45,1.09,0.69
0.21,0.07,0.03
0,0,0
0,0.04,0.03
0.21,0,0.35
0.36,0.08,0.06
0.17,0.05,0
0,0,0
0.12,0,0
0,0,0
0,0,0
0,0.09,0
0,0,0
0.16,0.63,0.61
0.08,0.02,0.39
0,8.15,21.73
0,0.01,0
0.16,0.08,0.19
0.34,0.51,8.97
0.41,0.28,1.12
0,0.01,0
0,0,0
1.66,0.29,1.51
0.2,0.01,0.1
0,0.06,0.41
0,0,0
0.39,0.08,0
0.11,0.03,0
1.28,0.09,0.16
1.88,0.16,0.98
0.26,0,0.51
0.38,0.03,0.16
0.27,0,0.04
0,0,0
1.04,2.85,1.27
0,0,0
0.08,0,0
3.08,1.36,3.48
0,0,0
0.02,0.11,0.12
0.1,0.02,0.03
0.13,0,0
0,0,0
1.74,0.43,0.41
0,0.13,0
0.34,0.02,0.4
0,0,0
0.17,0.11,0.92
0.27,0.05,0.08
0.02,0,0
0.08,0.02,0.03
0.02,0.01,0
0,0,0
0.06,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.06
0,0.02,0.25
0,0,0
0,0,0
0,0,0.06
0.02,0.01,0.2
0.01,0,0
0.31,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.01,1.72,0.11
0,0,0
0,0,0
0,0,0
0,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0.04
0,0,0
0,0,0
0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0.02
25.84,12.69,25.59
0,0,0
0,0,0
0.13,0.12,0
0,0,0
0,0,0
6.37,9.4,12.74
0,0,0
0,0,0
0,0,0
0,0,0
9.43,2.23,5.45
0,0,0
0.04,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.05
0,0,0
0,0,0
0,0,0
0,0,0
11.22,2.7,0.28
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0.02,0.05
1.15,0.39,0.12
0.05,0.03,0.62
0,0,0
3.5,4.51,5.3
0,0,0
0,0,0
0,0,0
111.55,65.72,22.61
0,0,0
0,0,0
0,0,0
0.57,0.12,0.06
0,0,0.09
0.85,5.84,7.78
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.13,0.41,0.49
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0.02,0.1
0,0,0
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0.01
1.01,0.11,0.26
0,0,0
0,0,0
0,0,0
0.42,0.2,5.1
0,0,0
0,0,0
0.18,0.02,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.26,2.09,1.13
7.46,1.56,1.68
0,0,0
0,0,0
0.46,0.72,1.74
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.05,0.44,0.16
0,0,0
0,0,0
0,0,0
0.46,0.42,3.11
0,0,0
0,0,0
0,0,0
0.06,0,0
0,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.12,0.03,0.02
1.26,0.2,0.12
63.12,45.18,102.76
0,0,0
0,0,0
0,0,0
0,0,0.03
0,0,0
1.11,0.63,1.25
15.25,15.14,33.28
0,0,0
0,0,0
0.15,0.04,0.17
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0,0
0,0,0
0,0,0
0,0,0
0.05,0.03,0.16
0,0,0
0,0,0
0,0,0
0.61,0.26,0.06
2.18,0.75,0.15
0.12,0.02,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0.01,0.02
0,0,0
0.58,2.51,6.29
0.23,0,0
0,0,0
0,0,0
0,0,0
0.03,0.04,0.04
0,0,0
0,0.01,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.17,1.61,0.89
0.5,0.21,0.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0
0,0,0
193.73,72.94,23.72
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0,0
0,0,0
0,0,0
0,0,0
0.16,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.23,0.33,0.55
0,0,0
0.01,0,0
0,0,0
1.89,0.45,0.41
0,0,0
0,0,0
1.05,0,0
0,0,0
10.35,36.71,32.57
0,0,0
0.31,0.13,0.05
0,0,0
0.11,0,0
0,0,0
0.01,0,0
0,0,0
0.07,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.11,0.03,0.04
0,0,0
0,0,0
0.23,0,0.24
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.46,0.05,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.11,0.03,0.15
0.16,0.17,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.26,0,0
0.36,0.05,0
0,0,0
0,0,0
0.11,0.05,0.04
0,0,0
0,0,0
1.24,0.13,0.73
0,0,0
0.14,0,0.03
0,0,0
0,0,0
0,0,0
1.06,0.74,0.42
0,0,0
0.53,0.04,0.12
0,0.03,0
0,0,0
0,0,0
0,0,0
0.08,0.01,0.03
0,0,0
6636.24,100185.43,35767.44
0,0,0
0,0,0
0.69,0.34,0.28
0,0,0
0,0,0
0.06,0,0.08
4.21,0.77,3.26
0.07,0.07,0.02
0,0,0
0.05,0,0.03
0,0,0
0,0,0
2.97,2.88,11.41
0,0,0
0,0,0
0,0,0
0,0,0
0.35,0,0.08
0,0,0
0,0,0
0,0,0
0.14,0,0.05
0,0,0
0.01,0.02,0
0,0,0
7.22,3.54,1.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.95,7.34,12.33
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.14,0,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.03,0
1.3,0,0.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0.03,0
2.39,0,0
0,0,0.04
0,0,0
2.89,3.92,2.25
0.52,0.05,0.86
0,0,0
0.06,0.01,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.86
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.12,0,0.04
0,0,0
0,0,0
0,0,0
0.06,0.05,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.04
0,0,0
0.11,0,0
0,0,0
0.73,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0
0.33,0.02,0.02
0,0,0
0,0,0.01
1.15,0.46,1.1
0,0,0
0,0,0
0.14,0,0.16
0.01,0,0.01
0,0,0
0,0,0
0,0,0
0.44,0.1,1.77
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0
0,0,0
0,0,0
0.07,0.15,0.39
0,0,0
20.97,7.69,12.45
0,0,0
1.26,14.46,39.58
1.78,0.16,1.3
0,0.02,0.09
0,0,0
0,0,0
0.39,0.12,0.13
0,0,0
0,0,0
0,0,0
0,0.02,0.05
0,0,0
1.24,0.29,2.61
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.3,0.02,0.06
0,0,0
0,0,0
0,0,0
0.35,0.16,0.04
0,0,0
0.13,0.23,0.06
0,0,0
0,0,0
0,0,0
0,0.27,0.33
0,0,0
0,0,0
0,0,0
2.4,0.59,0.17
0,0,0
19.69,2.15,2.59
0,0,0
0.05,0,0
0.05,0.06,0.2
0.19,0.64,6.72
0,0,0
0,0,0
0.79,0.82,7.99
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0.02,0.12
0,0,0
9.66,4.65,4.27
0.06,0.04,0.13
0,0,0
0.18,0.04,0.17
0,0,0
0.05,0.07,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.19,0,0
0,0,0
0,0,0
0.14,0.13,0.43
0.28,0.09,2.03
0,0,0
0,0,0
0,0,0
0,0,0
0.37,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0.11,0.24
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.01
10.49,3.96,3.58
0,0,0
0.17,0.01,0.01
0.57,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.89,0.31,0.36
0,0,0
0,0,0
0,0,0
0.04,0.03,0.2
0,0,0
0,0,0
0,0,0
0.25,0.21,0.1
0,0,0.13
0,0,0
0,0,0
0,0.23,0.45
0,0,0
0,0,0
0.05,0,0.03
0.77,0.4,1.75
0.07,0,0.2
0.04,0,0.01
0,0.05,0.01
0,0,0
0,0.09,0.23
0,0,0
0,0,0
0,0,0
2.89,0.11,9.39
0,0,0
0.21,0.03,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0.02,0.22
0,0,0
0,0,0
0,0,0
1.38,0.33,2.55
0,0,0
0,0,0
0,0,0
0,0,0.07
0,0,0
0.09,0,0.03
0.06,0,0.01
0,0,0
0,0,0
0.33,0.35,0.87
0,0,0
0.46,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0,0
0,0,0
0,0,0
0,0.04,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.09,0.66,0.33
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.43,4,20.26
0,0,0
1.87,0.39,3.86
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.25,4.49,10.75
0,0,0
0,0,0
0,0,0
0.06,0.01,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.04
0,0,0
0,0,0
7.21,8.02,86.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
38.87,45.25,47.35
0,0,0
0,0,0
0,0,0
0,0,0
1,0.86,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.3,0.23,0.12
0,0,0
0.83,1.38,4.08
0,0,0
0.09,0.16,0.52
0.04,0,0
0,0,0
0,0,0
0,0,0
0.21,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.22,0,0
0,0,0
0,0,0
0,0,0
0.08,0.12,0.1
0,0,0
0.08,0.02,0.15
0,0,0
2.2,2.1,25.85
0,0,0
0,0,0
7.17,8.28,1.19
1.03,0,0
0,0,0
0,0,0.02
0,0,0
0,0,0
9.67,2.7,0.31
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.72,0.51,6.78
0.65,0.41,9.39
0.07,0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.02,6.71,9.53
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0,0.05
0,0,0
0.18,0.17,0.25
0.03,0.01,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.3,0.46,0.36
0,0,0
0,0,0
0,0,0
0,0,0
0.83,1.01,2.82
0.27,0.07,0.18
0,0.01,0
0.13,0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0.01,0
0,0,0
0.06,0.02,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.67,0.54,0.4
0,0,0
0,0,0
0.01,0,0.18
0,0,0
0,0,0
0,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.54,0.14,1.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.61,1.29,7.7
0.04,0.02,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.04,0
0,0,0
0.31,0.06,0.01
0.1,0,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0.01,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.22,0,0
0,0,0
0,0,0
0,0,0
0.87,0.94,5.51
0,0,0
0.28,1.33,2.9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.81,0.51,0.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
