,total,Cytosol,Insoluable,Membrane,Nucleus
ENSG00000213741.8,1913.407383,3183.146099,4451.884923,4912.928745,2122.358993
ENSG00000213742.6,3.715927647,1.778885709,1.367268694,1.915513013,4.628969407
ENSG00000213744.3,0,0,0,0,0
ENSG00000213747.2,0,0,0,0,0
ENSG00000213750.4,0,0,0,0.040124367,0.03055667
ENSG00000213752.3,0,0,0,0,0
ENSG00000213753.10,20.74221706,11.39538802,18.29737691,17.72364751,21.46066198
ENSG00000213754.2,0.325272837,0,0.10059301,0.024922271,0.53944333
ENSG00000213755.3,0,0,0,0,0
ENSG00000213757.3,0.634290623,0.810255643,1.60724164,1.200342009,0.631587263
ENSG00000213759.8,0.024727163,0.04719248,0,0.024922271,0
ENSG00000213760.10,0.476364187,0.571461654,0.559227357,0.53981345,1.498515546
ENSG00000213761.4,0,0.632064659,0,0.219315982,0.595855068
ENSG00000213762.10,7.991418755,0.552204514,3.522372038,1.024704629,8.954784349
ENSG00000213763.4,0.09978173,0.010487218,0.016468997,0,0
ENSG00000213770.3,0.27196443,0.246589475,0.069020669,0.115202096,0
ENSG00000213771.3,0.014836298,0,0,0.009968908,0
ENSG00000213772.3,0,0.052436089,0,0,0.127319459
ENSG00000213774.3,0,0,0,0,0
ENSG00000213777.5,0.04956346,0,0,0,0.166845536
ENSG00000213778.2,0,0,0,0,0
ENSG00000213779.4,0,0.031461654,0,0,0
ENSG00000213780.10,53.91149959,5.780279711,29.81434044,10.60171982,99.29442572
ENSG00000213781.3,0.125163702,0,0.027062006,0,0.206103309
ENSG00000213782.7,35.11450889,8.728031612,41.62228331,11.30714934,31.43078485
ENSG00000213783.4,0,0,0,0,0
ENSG00000213785.3,0,0,0,0,0.429628887
ENSG00000213786.3,0,0,0.043917325,0,0
ENSG00000213787.3,0,0,0,0,0
ENSG00000213790.2,0.975600242,1.716960905,1.115489666,1.109409257,0.65167001
ENSG00000213791.4,0,0.020974436,0,0,0
ENSG00000213793.4,1.904474534,0.052320302,0.433503949,0.070062183,2.360619355
ENSG00000213798.3,0.029672595,0,0,0,0
ENSG00000213799.10,5.03021827,0.208051129,2.15768207,0.404984454,4.327093777
ENSG00000213801.4,14.96290623,5.945639107,5.096082675,3.297450479,26.71456116
ENSG00000213809.8,0.010109135,0.040487218,0.027448328,0.019937817,0.154350551
ENSG00000213816.3,0,0.014269173,0.04059301,0.014953362,0
ENSG00000213820.3,0,0.04,0,0,0
ENSG00000213822.6,0.145272837,0.03,0.055489666,0.014953362,0.274721665
ENSG00000213830.3,0.905600242,0.193410525,0.497475382,0.380124367,2.099237711
ENSG00000213839.4,0.32956346,0.194269173,0.136855319,0.129937817,0.456288866
ENSG00000213842.2,0.704618028,0.014269173,0.067448328,0.024922271,1.335629386
ENSG00000213846.5,0.327564672,0.14037143,0.148634347,0.31454917,0.105278335
ENSG00000213849.3,0,0,0,0,0
ENSG00000213851.3,0,0.135730827,0,0.130062183,0
ENSG00000213853.9,2.745491107,6.241833084,2.134689968,4.404984454,3.893071717
ENSG00000213854.3,0,0,0,0,0
ENSG00000213856.3,0.304618028,0.184269173,0.133531003,0.119906725,0.110371113
ENSG00000213857.3,0.02021827,0,0.018041338,0,0
ENSG00000213859.4,3.27087308,0.21280752,1.66940699,0.89,3.564824475
ENSG00000213860.4,1.239310832,0.851437586,2.758966561,2.018103405,0.397484953
ENSG00000213862.4,0.768799515,0.607448123,1.293144681,1.280528559,0.584164995
ENSG00000213863.2,3.013055779,2.848793989,3.115642245,2.345295371,2.912968907
ENSG00000213864.3,0.07,0.038051129,0.054124013,0.039875633,0
ENSG00000213865.7,12.00120048,8.194061666,6.445310032,7.814176069,22.60262285
ENSG00000213866.3,16.92051132,70.72019709,11.03113191,46.07389449,4.375030094
ENSG00000213867.4,0,0,0.108248025,0,0
ENSG00000213871.3,0,0,0,0,0
ENSG00000213872.3,0,0,0.058634347,0,0.09167001
ENSG00000213873.4,0,0,0,0,0
ENSG00000213875.3,0,0,0,0,0
ENSG00000213876.4,0,0,0,0,0
ENSG00000213877.3,0,0,0,0,0
ENSG00000213880.3,0.06065481,0.071948871,0.110386322,0,0.214721665
ENSG00000213881.3,0.63043654,0.338051129,0.973171735,0.379502532,0.46167001
ENSG00000213882.2,0,0,0,0,0
ENSG00000213885.3,0.424508893,0.691321798,1.10724164,1.490279826,0.531196087
ENSG00000213886.3,0.02021827,0.009512782,0.03,0.009968908,0.024536108
ENSG00000213888.3,0.920327405,0.010487218,0.18,0.094922271,1.005258272
ENSG00000213889.10,6.715238479,10.03097444,8.572111242,10.56526428,9.38177282
ENSG00000213891.3,0,0,0.024510334,0,0
ENSG00000213892.10,0,0,0,0,0
ENSG00000213896.4,0,0,0.065875987,0,0.101855567
ENSG00000213900.2,0,0.038051129,0.113531003,0,0
ENSG00000213901.10,0.39803557,0.041948871,0.025489666,0.01,0.923793881
ENSG00000213903.8,7.239672595,0.311717296,0.67783465,0.255108821,19.62705615
ENSG00000213904.8,3.25087308,10.39603461,5.065103344,11.09501555,4.51812437
ENSG00000213906.9,6.442728375,0.145243609,0.393917325,0.199906725,10.53103309
ENSG00000213908.4,0,0,0,0,0
ENSG00000213911.2,0,0,0,0,0
ENSG00000213916.2,0,0,0,0.020062183,0
ENSG00000213917.2,0.05934519,0,0.044510334,0,0.07
ENSG00000213918.10,14.72624899,3.50401353,3.701186019,4.203056767,23.43458123
ENSG00000213920.8,9.477673807,14.97055942,14.91151823,14.18422847,12.6160005
ENSG00000213921.6,0,0,0,0,0
ENSG00000213923.10,50.00527284,27.99988421,23.24852613,40.36801013,61.02969906
ENSG00000213924.3,0,0,0,0,0
ENSG00000213925.3,0.025272837,0,0,0,0.034350551
ENSG00000213926.3,0,0,0,0,0
ENSG00000213927.3,0.10890865,0.075730827,0.115696353,0.185015546,0.596288866
ENSG00000213928.8,11.40203315,3.53037143,6.601958662,3.829253799,33.713839
ENSG00000213930.11,18.38628941,7.490303778,12.15778054,8.960932752,39.50334252
ENSG00000213931.5,368.807502,569.1037774,743.4091895,577.9573083,266.5273572
ENSG00000213934.6,1531.073575,2831.529445,4310.626482,2308.957911,1223.969933
ENSG00000213935.3,0,0.083897743,0.067655016,0.129844541,0.112866098
ENSG00000213937.3,1.199454325,0.014756391,0.502937994,0.144891179,3.401918252
ENSG00000213938.3,0.05978173,0.030487218,0.013531003,0.019937817,0
ENSG00000213939.4,0.921671383,1.414500748,2.007475382,2.308507597,0.875649449
ENSG00000213940.4,0.03956346,0,0.182551672,0.060062183,0.053979438
ENSG00000213942.3,0.263963218,0.173410525,0.443710637,0.249968908,0.101855567
ENSG00000213943.3,0.05021827,0.060974436,0.079020669,0.07,0.084164995
ENSG00000213946.3,0,0,0,0,0
ENSG00000213949.8,0.004945433,0.005243609,0,0,0.01
ENSG00000213950.2,0.114945433,0.176589475,0.213144681,0.190248734,0.066206119
ENSG00000213954.3,0,0,0,0,0
ENSG00000213956.4,0,0,0,0.030093275,0
ENSG00000213958.2,0,0,0,0,0.020371113
ENSG00000213959.2,0,0,0,0.024922271,0
ENSG00000213962.2,0.059672595,0,0.009020669,0,0.204721665
ENSG00000213963.6,6.488649962,2.106102257,2.136496051,2.599502532,6.988432799
ENSG00000213964.3,0,0,0,0,0
ENSG00000213965.3,21.45170574,4.433666168,12.8878617,10.80996891,12.92538114
ENSG00000213967.10,9.797128132,3.19317895,5.740027054,5.084704629,17.13919759
ENSG00000213970.3,0.13847211,0.12719248,0.20275836,0.190590743,0
ENSG00000213971.7,1.04109135,0.284872179,0.208427659,0.284704629,1.37767051
ENSG00000213972.3,0.024727163,0,0,0,0
ENSG00000213973.8,0,0,0,0,0.005092778
ENSG00000213976.4,0.14,0,0.029020669,0.005015546,0.187402206
ENSG00000213977.7,12.05592765,20.8782827,11.40478844,27.0803731,10.39010281
ENSG00000213979.3,0,0,0.021958662,0.045139913,0.039257773
ENSG00000213981.8,0.04,0.01,0,0.005015546,0.079257773
ENSG00000213983.11,57.24977567,7.632136862,21.69334163,10.42308786,134.7980792
ENSG00000213985.4,0.155381972,0,0.072551672,0,0.070371113
ENSG00000213987.4,0,0,0,0,0
ENSG00000213988.9,1.510545675,0.480742861,0.77492371,0.779378166,2.630907721
ENSG00000213994.3,0,0,0,0,0
ENSG00000213995.11,16.04683509,3.38962857,12.62910183,6.984486987,30.98934302
ENSG00000213996.12,0,0,0,0,0.06111334
ENSG00000213997.3,0,0,0,0,0
ENSG00000213999.15,2.526651174,1.019652637,1.112937994,2.075357555,3.025483954
ENSG00000214003.2,0,0,0,0,0.049072216
ENSG00000214009.2,0,0,0,0,0
ENSG00000214012.4,0.015163702,0.029512782,0.024510334,0,0
ENSG00000214013.9,15.42887429,4.211857152,8.9924532,6.044891179,22.47041374
ENSG00000214015.3,0,0,0,0,0
ENSG00000214016.3,0.793199273,0.90037143,0.894330701,0.745357555,0.144536108
ENSG00000214018.3,5.74825384,0.075730827,0.953737691,0.089906725,13.63387913
ENSG00000214019.2,0.04043654,0,0.091958662,0.005015546,0.06055667
ENSG00000214020.3,0,0,0,0,0
ENSG00000214021.15,83.94712813,3.533203018,8.563503949,4.589378166,259.174734
ENSG00000214022.11,170.5669503,16.17580303,55.58017963,45.16815581,179.1858049
ENSG00000214024.2,0,0,0,0,0
ENSG00000214025.2,0,0,0,0,0
ENSG00000214026.10,41.95893089,90.380657,65.68216317,93.80983476,37.96431043
ENSG00000214027.3,0.050545675,0.026218045,0,0,0.063793881
ENSG00000214029.4,1.22978173,0.093781955,0.270979331,0.06,2.13989719
ENSG00000214031.2,0,0,0,0,0
ENSG00000214035.3,0,0,0,0,0
ENSG00000214039.8,0,0,0,0,0
ENSG00000214041.4,0.029672595,0,0.021958662,0,0
ENSG00000214042.1,0,0,0,0,0
ENSG00000214043.7,0,0,0,0,0
ENSG00000214045.3,0.054945433,0.015730827,0.02,0.01,0.134907222
ENSG00000214046.8,79.55123484,101.7417459,85.4826404,129.7986844,83.59662235
ENSG00000214047.4,0,0,0,0,0
ENSG00000214049.6,65.36766775,128.6720484,77.7232161,103.9929715,77.34693078
ENSG00000214050.7,0,0.023781955,0,0.055108821,0.199628887
ENSG00000214051.3,0,0,0,0,0
ENSG00000214062.5,0.035381972,0,0,0,0
ENSG00000214063.10,19.50232619,17.59090678,9.499640732,17.18847651,31.6178385
ENSG00000214064.3,0,0,0,0,0
ENSG00000214067.2,0.05934519,0,0,0,0.301938314
ENSG00000214070.3,0.02021827,0.023781955,0,0,0.159814443
ENSG00000214071.4,0.339454325,0.925012034,0.504124013,0.549875633,0.352494984
ENSG00000214073.2,0,0.031461654,0.043917325,0,0
ENSG00000214074.3,0,0,0,0,0
ENSG00000214076.3,0.01,0,0.009020669,0,0.019814443
ENSG00000214077.4,0.299454325,0.009512782,0,0,0.103979438
ENSG00000214078.12,99.19625505,24.25258505,55.19940699,43.43862043,133.0302607
ENSG00000214081.8,1.03130962,0.019025564,0.031572341,0,2.482103808
ENSG00000214087.8,24.20083872,38.38071879,22.54924467,38.89065293,30.08633398
ENSG00000214089.3,0,0.052436089,0.04059301,0,0
ENSG00000214093.3,0.254945433,0,0.13724164,0.030093275,0.557299396
ENSG00000214097.4,0.060109135,0.020974436,0.052551672,0.024922271,0.014721665
ENSG00000214100.8,0,0,0,0,0
ENSG00000214102.7,0,0,0,0,0
ENSG00000214106.7,2.214618028,0.240115788,0.840206688,0.32981345,1.749257773
ENSG00000214107.7,28.58545675,8.551813567,43.33362191,11.57331528,19.95564695
ENSG00000214108.4,0,0.028538346,0,0.024922271,0
ENSG00000214110.3,4.366984639,5.430303778,4.7681225,3.009347074,6.981547138
ENSG00000214111.3,0,0,0,0,0
ENSG00000214113.10,32.01232013,83.62459702,45.2594243,78.81248734,24.00010281
ENSG00000214114.8,59.53576192,69.1662226,47.8037918,54.89966601,37.21797644
ENSG00000214121.4,1.120763945,0.400487218,0.675103344,0.499751266,1.700536608
ENSG00000214124.3,0,0,0,0,0
ENSG00000214125.2,0.034618028,0,0,0,0.093237211
ENSG00000214128.10,0,0.004756391,0,0,0
ENSG00000214132.4,0.015163702,0,0,0,0
ENSG00000214135.8,22.76384802,5.228190984,6.95059301,7.058321047,50.35153207
ENSG00000214140.10,0.074399758,0.138654134,0.032937994,0.274642445,0.076391675
ENSG00000214141.4,0,0,0,0,0
ENSG00000214142.2,0,0,0,0,0.040742227
ENSG00000214144.3,0,0,0,0,0
ENSG00000214145.6,0.536255052,0.05,0.191186019,0.109875633,1.074267804
ENSG00000214146.2,0,0,0,0.014953362,0
ENSG00000214147.2,0,0,0,0,0
ENSG00000214160.9,79.50167744,143.4578527,50.80324315,126.3122075,101.2361509
ENSG00000214161.3,0,0,0,0,0
ENSG00000214174.8,3.384761521,2.628909777,2.911599395,2.419347074,4.315980437
ENSG00000214176.9,11.55254446,1.979257139,1.332937994,1.905948298,23.69769557
ENSG00000214178.3,0,0,0,0,0.066206119
ENSG00000214182.5,3.369890865,2.890718793,3.376828265,5.038103405,2.221298897
ENSG00000214184.3,1.351125708,0.926473687,0.346648631,1.033865152,1.380990468
ENSG00000214185.3,0.144508893,0.04,0.057448328,0.02,0.104536108
ENSG00000214188.9,0.849236055,0.141948871,0.166855319,0.215295371,1.478495484
ENSG00000214189.8,8.452107923,0.453294737,4.734950764,1.004766812,7.705483954
ENSG00000214190.2,0.084072353,0,0,0.020062183,0
ENSG00000214192.3,1.513055779,1.00355038,1.103117627,1.104891179,0.420824974
ENSG00000214193.9,3.558328617,0.639512782,0.555489666,0.819906725,5.187815941
ENSG00000214194.8,169.4947555,290.8285552,221.9752462,220.584742,151.3377357
ENSG00000214195.4,0,0.073410525,0,0.079751266,0
ENSG00000214198.7,0.705381972,0.097076693,0.210206688,0.075046638,0.52888666
ENSG00000214199.3,2.284727163,0.747679698,3.265130398,2.203865152,1.575649449
ENSG00000214200.2,0,0,0,0,0
ENSG00000214203.4,0.23934519,0,0.353117627,0,0.663051654
ENSG00000214204.4,0,0,0,0,0
ENSG00000214207.2,0,0.055243609,0.024510334,0.010031092,0
ENSG00000214210.4,0,0,0,0,0
ENSG00000214211.2,0,0,0,0,0.054721665
ENSG00000214212.8,0.15978173,0.110487218,0.185103344,0.150062183,0.485092778
ENSG00000214215.3,0,0,0,0,0
ENSG00000214216.10,0,0,0,0,0
ENSG00000214222.2,0,0,0.058634347,0,0
ENSG00000214223.4,12.31031529,2.807424055,19.77360242,8.611533273,16.50653461
ENSG00000214226.8,1.138799515,0.99962857,0.590386322,1.124984454,1.237402206
ENSG00000214237.9,0,0,0,0,0
ENSG00000214243.3,0.12,0,0,0,0.434536108
ENSG00000214244.4,0,0,0,0,0.03055667
ENSG00000214245.3,0,0,0,0,0
ENSG00000214248.2,0.454618028,0.11,0.08,0.13,0.765361082
ENSG00000214249.3,0.025054567,0,0.004510334,0,0
ENSG00000214252.4,0,0,0,0,0
ENSG00000214253.8,109.3105517,291.0154615,175.0093972,281.2955343,98.28290373
ENSG00000214254.3,0,0,0,0,0
ENSG00000214255.5,0.024727163,0.019025564,0.018041338,0,0.03055667
ENSG00000214259.3,0,0,0.027062006,0,0
ENSG00000214262.4,0,0,0,0,0
ENSG00000214263.2,0,0.015730827,0,0.014953362,0
ENSG00000214264.4,0.01978173,0,0.013531003,0,0.044907222
ENSG00000214265.11,0,0,0.010979331,0,0
ENSG00000214266.2,0,0,0,0,0
ENSG00000214268.2,0,0.04,0.027062006,0.039875633,0
ENSG00000214269.3,0.015163702,0,0,0,0
ENSG00000214273.4,0.380763945,0,0.056082675,0,1.111010531
ENSG00000214274.9,0.12021827,0.136218045,0.176675685,0.095108821,0.232412237
ENSG00000214278.4,0,0,0,0,0
ENSG00000214279.12,13.33978173,0.570742861,1.731958662,0.764207161,24.21672516
ENSG00000214280.3,0.04043654,0.019025564,0.031572341,0,0.150742227
ENSG00000214281.3,0,0,0,0,0
ENSG00000214282.3,0.030327405,0,0,0,0
ENSG00000214283.4,0,0,0,0,0
ENSG00000214285.2,0,0,0,0,0
ENSG00000214286.2,0,0,0,0,0
ENSG00000214288.4,0,0,0,0,0
ENSG00000214289.2,0,0,0,0.030093275,0
ENSG00000214290.7,0,0,0,0,0
ENSG00000214293.8,23.36960388,18.35902556,24.80190455,24.32112908,42.52072466
ENSG00000214295.4,0.216145917,0.046218045,0.060979331,0.01,0.238515546
ENSG00000214297.3,0,0,0,0,0
ENSG00000214298.3,0,0,0,0,0
ENSG00000214300.7,0.030327405,0.005243609,0.009020669,0,0.005092778
ENSG00000214301.4,0,0,0,0,0
ENSG00000214305.4,0,0,0,0,0
ENSG00000214309.4,1.49847211,0.594756391,1.091392707,0.794891179,1.395463892
ENSG00000214313.8,0,0,0,0,0
ENSG00000214318.3,0,0,0,0,0
ENSG00000214319.2,0,0,0,0,0
ENSG00000214321.3,0,0,0,0,0
ENSG00000214322.3,0.065709377,0,0.049613678,0.030093275,0.053979438
ENSG00000214324.5,0,0,0,0,0
ENSG00000214326.2,0,0,0,0,0
ENSG00000214329.7,0,0,0,0,0
ENSG00000214330.4,0,0,0,0,0
ENSG00000214331.8,7.475088926,0.329141352,0.64059301,0.294891179,12.52128133
ENSG00000214335.3,0,0,0.005489666,0,0
ENSG00000214336.4,0,0,0,0,0
ENSG00000214338.10,0,0,0,0.004984454,0
ENSG00000214342.2,0,0,0,0,0
ENSG00000214344.4,0,0,0,0,0
ENSG00000214347.6,0,0,0,0,0
ENSG00000214351.5,0,0,0,0,0
ENSG00000214353.7,0.01978173,0,0,0,0
ENSG00000214354.3,0,0,0,0,0.076391675
ENSG00000214357.8,0,0,0,0,0
ENSG00000214359.3,0.946473322,0,0.109793312,0,2.831898189
ENSG00000214360.4,0,0,0,0,0
ENSG00000214362.2,0,0.014269173,0.065875987,0.015046638,0.035649449
ENSG00000214366.4,0,0,0,0,0
ENSG00000214367.7,16.77624899,0.761601509,6.225723407,1.054082794,26.17163238
ENSG00000214369.2,0.06,0,0,0,0.11055667
ENSG00000214374.2,0.212291835,0.09962857,0,0.050155459,0.794969906
ENSG00000214376.5,0,0,0,0,0
ENSG00000214380.4,0,0,0,0,0
ENSG00000214381.4,0,0,0,0,0
ENSG00000214389.2,8.444692804,12.40046315,19.46734011,19.28607266,7.528658481
ENSG00000214391.3,0.73978173,1.064872179,0.801572341,0.719906725,0.230371113
ENSG00000214401.4,3.451998788,18.67923307,2.788095446,11.31335791,2.53167001
ENSG00000214402.6,0.075163702,0.010487218,0,0,0.239072216
ENSG00000214405.3,0,0,0,0,0
ENSG00000214407.3,0.029672595,0,0,0,0.063793881
ENSG00000214413.7,16.0153072,27.74387823,20.2632161,16.4992538,18.51352558
ENSG00000214414.9,0,0,0,0,0
ENSG00000214415.3,0,0,0,0,0
ENSG00000214417.4,0,0.010487218,0,0,0
ENSG00000214424.5,0.015163702,0,0.009020669,0,0.098144433
ENSG00000214425.6,0.195163702,0,0.036468997,0.029937817,0.253237211
ENSG00000214428.3,0.024727163,0,0.022551672,0,0.099257773
ENSG00000214429.3,0.797782942,0.066589475,0.296289363,0.129595808,2.465589261
ENSG00000214432.9,0.666036782,0.769281207,1.082937994,1.039191615,1.187031093
ENSG00000214433.4,0,0,0,0,0.074907222
ENSG00000214434.2,0,0,0,0,0
ENSG00000214435.7,0.100982215,0.045243609,0.009020669,0,0.601752757
ENSG00000214439.3,0.97738076,0.154640604,0.303531003,0.169968908,0.727505016
ENSG00000214447.4,1.164181488,0.543781955,1.395903041,0.834891179,1.146206119
ENSG00000214455.4,0.154945433,0.019025564,0.054510334,0.019937817,0.233793881
ENSG00000214456.8,0.8178173,0.026218045,0.099020669,0.059875633,1.519794381
ENSG00000214457.3,0,0,0,0,0
ENSG00000214460.3,0,0,0,0,0.06111334
ENSG00000214465.3,0.07,0,0,0.010031092,0.169814443
ENSG00000214484.3,0,0,0,0,0
ENSG00000214485.6,18.59291229,14.30617446,32.55854562,19.86823755,10.51795638
ENSG00000214487.3,0,0,0,0,0
ENSG00000214491.8,3.334652386,0.543294737,1.245489666,1.270155459,3.994330489
ENSG00000214510.9,0.054399758,0,0,0.050155459,0
ENSG00000214511.3,0,0,0,0,0
ENSG00000214513.3,0,0,0,0,0
ENSG00000214514.7,0,0,0,0.025046638,0.009814443
ENSG00000214517.8,57.52390056,17.91269628,58.19667568,29.09707738,43.25204112
ENSG00000214518.3,0,0,0,0,0
ENSG00000214525.4,0,0,0,0,0
ENSG00000214526.3,0,0,0,0,0
ENSG00000214530.7,34.81706548,99.04630521,33.0926404,88.34855022,29.40348545
ENSG00000214533.3,0,0,0.031572341,0.009968908,0.025463892
ENSG00000214534.4,0.034945433,0.004756391,0.004510334,0.005015546,0.173051654
ENSG00000214535.3,1.336289411,1.923063162,3.633171735,2.735015546,1.63065948
ENSG00000214541.3,0,0.038051129,0,0.074766812,0.086577232
ENSG00000214544.7,0,0.004756391,0,0,0
ENSG00000214546.3,0.08087308,0.020974436,0,0,0.104907222
ENSG00000214548.14,3.884618028,0.065730827,0.33724164,0.230342009,10.50808425
ENSG00000214549.2,0.055600242,0,0.04059301,0,0
ENSG00000214552.4,0,0.057679698,0.04059301,0,0
ENSG00000214553.9,0.004945433,0.005243609,0.014510334,0,0.025463892
ENSG00000214558.4,0.015163702,0,0,0,0.144350551
ENSG00000214559.3,0.08087308,0.318538346,0,0.154984454,0
ENSG00000214560.4,0,0,0,0,0
ENSG00000214561.3,0.070763945,0,0,0,0
ENSG00000214562.13,4.737530314,0.269396995,1.806675685,0.609844541,6.826000499
ENSG00000214563.2,0,0,0,0,0
ENSG00000214575.9,11.64847211,2.447332336,5.988248025,4.369160523,20.19264291
ENSG00000214578.5,0,0,0,0.154984454,0
ENSG00000214581.5,0,0,0,0,0
ENSG00000214584.3,0.11021827,0,0.07059301,0,0.07944333
ENSG00000214593.3,0.212291835,0.508190984,0,0,0
ENSG00000214595.11,0.361855295,0.096102257,0.157655016,0.01,0.712041124
ENSG00000214602.3,0,0,0,0,0
ENSG00000214604.3,0,0,0,0,0
ENSG00000214607.2,0,0,0,0,0
ENSG00000214612.3,0.209236055,0.09962857,0,0.135202096,0.08832999
ENSG00000214614.2,0,0,0,0,0
ENSG00000214617.9,0.054618028,0,0.016468997,0,0.044350551
ENSG00000214626.2,0.163963218,0,0.038041338,0,0.457031093
ENSG00000214628.3,0,0,0,0,0
ENSG00000214629.3,0.155491107,0.040487218,0.038427659,0,0.345278335
ENSG00000214641.3,0,0,0,0,0
ENSG00000214642.1,0,0,0,0,0
ENSG00000214643.5,0.494543251,0,0,0,0.585669511
ENSG00000214646.8,0.04043654,0,0,0,0
ENSG00000214650.2,0,0.009512782,0,0.009968908,0.020371113
ENSG00000214651.4,0,0,0,0,0
ENSG00000214652.5,0,0,0,0,0
ENSG00000214653.4,0.01978173,0,0.013531003,0.019937817,0
ENSG00000214654.6,18.91112571,1.436497755,4.675004872,2.318352139,14.5469709
ENSG00000214655.10,53.16672595,9.445243609,23.15911914,14.97856,109.600178
ENSG00000214657.4,0,0,0,0,0
ENSG00000214659.4,0,0,0,0,0
ENSG00000214660.6,0,0,0,0,0
ENSG00000214668.4,0,0,0,0,0
ENSG00000214669.3,0,0,0,0,0
ENSG00000214671.4,0,0,0,0,0
ENSG00000214676.4,0,0,0,0,0
ENSG00000214681.3,0,0,0,0,0
ENSG00000214684.2,0,0,0,0,0
ENSG00000214686.4,0,0,0,0,0
ENSG00000214688.4,0.3,0.01,0.114510334,0.015015546,0.359257773
ENSG00000214691.7,0,0,0,0,0
ENSG00000214694.10,0.010109135,0.031461654,0.01,0,0.145463892
ENSG00000214695.3,0,0.029512782,0,0,0
ENSG00000214700.5,0,0,0,0,0
ENSG00000214702.6,0.084072353,0,0,0,0
ENSG00000214706.10,69.98187753,62.33109022,52.79806839,78.02312071,100.1473319
ENSG00000214708.4,1.968362975,0.467076693,1.755696353,0.76473572,3.179360583
ENSG00000214711.9,0.009890865,0,0,0,0
ENSG00000214717.10,15.98367623,1.103781955,6.710826751,2.835233188,11.55696841
ENSG00000214719.11,0.52,0.175730827,0.263917325,0.129751266,0.915546639
ENSG00000214720.4,0,0,0,0,0
ENSG00000214725.7,0,0.282088727,0.198041338,0.085046638,0.122680541
ENSG00000214727.2,0,0,0,0,0
ENSG00000214732.2,0,0,0,0,0
ENSG00000214733.8,0.14,0.019025564,0.054124013,0.035108821,0.211010531
ENSG00000214736.7,595.5877586,1664.026952,1072.561674,1446.566631,424.7840623
ENSG00000214743.4,0,0,0,0,0
ENSG00000214745.2,0,0,0,0,0.04
ENSG00000214748.2,0,0,0,0,0
ENSG00000214753.2,40.68593371,2.267332336,24.48794287,6.696859736,29.01865848
ENSG00000214754.3,0,0,0,0,0
ENSG00000214756.7,11.15334277,7.423106747,6.688346497,7.948942881,34.67987962
ENSG00000214759.3,0,0,0,0,0
ENSG00000214760.2,0.055600242,0,0.038427659,0,0.066206119
ENSG00000214761.3,0,0,0,0.010031092,0
ENSG00000214765.8,8.556978579,5.277867689,4.638220971,5.215015546,16.86495234
ENSG00000214770.2,0.470763945,0.184872179,0.146855319,0.170062183,0.794350551
ENSG00000214772.2,0.035381972,0.08280752,0,0.079875633,0.045835005
ENSG00000214773.1,0.38152789,0,0.055489666,0.009968908,0.857856066
ENSG00000214776.9,0.284836298,0.025243609,0.056468997,0.02,0.787216649
ENSG00000214782.7,0,0,0,0,0
ENSG00000214783.9,4.066582457,2.435359396,1.730027054,2.194300436,7.580516545
ENSG00000214784.4,0.994072353,0.563410525,1.104510334,0.964020611,0.526762789
ENSG00000214787.8,0.349672595,0.009512782,0,0.039937817,0.981010531
ENSG00000214788.2,0.115163702,0.178538346,0.139793312,0.119937817,0.124164995
ENSG00000214794.4,0,0.010487218,0,0,0
ENSG00000214796.8,1.12021827,0.957563911,1.373351369,1.950124367,1.266577232
ENSG00000214797.3,0,0,0,0,0.009814443
ENSG00000214803.3,0.195927647,0.065243609,0.119613678,0.084797904,0.044907222
ENSG00000214807.2,0,0.034756391,0.022551672,0,0
ENSG00000214810.4,0,0,0.094717022,0,0
ENSG00000214812.3,0,0,0,0,0.056020562
ENSG00000214814.6,0.235054567,0.004756391,0.023531003,0,0.215092778
ENSG00000214815.2,0.055272837,0,0.033531003,0.005015546,0.115278335
ENSG00000214819.1,0,0,0,0,0
ENSG00000214820.3,0.065709377,0,0.018041338,0.024984454,0.276762789
ENSG00000214821.4,0,0,0,0,0
ENSG00000214822.8,0,0,0,0,0
ENSG00000214823.3,0,0,0,0,0
ENSG00000214825.2,0,0,0,0,0
ENSG00000214826.5,6.938328617,0.166705263,0.583324315,0.234891179,17.08796137
ENSG00000214827.9,14.2291734,26.55098354,7.841500923,9.086673185,27.54359326
ENSG00000214832.5,0.435272837,0.254269173,0.379793312,0.209626899,0.367031093
ENSG00000214835.3,0,0,0,0,0
ENSG00000214837.8,3.97021827,0.076218045,0.353144681,0.249844541,7.966331488
ENSG00000214842.5,0.005054567,0.005243609,0.005489666,0.004984454,0.015092778
ENSG00000214843.3,0,0,0,0,0
ENSG00000214846.4,0,0,0,0,0
ENSG00000214851.4,0,0,0,0,0
ENSG00000214853.5,0,0,0,0,0
ENSG00000214855.9,1.81130962,6.988142848,3.563791799,5.653771877,1.797216649
ENSG00000214856.11,0,0,0,0,0.040742227
ENSG00000214857.4,0,0,0,0,0
ENSG00000214860.4,0,0,0,0,0.010185557
ENSG00000214866.7,0,0,0,0.015046638,0
ENSG00000214867.3,0,0,0,0,0
ENSG00000214869.5,0,0,0,0,0
ENSG00000214870.8,0.665381972,1.705359396,0.529793312,1.510342009,0.868701103
ENSG00000214872.8,0,0,0.009020669,0,0
ENSG00000214875.2,0.135491107,0,0,0,0.224721665
ENSG00000214878.2,0,0,0,0,0
ENSG00000214880.3,0,0,0,0,0
